target,feature,importance_gain,importance_split
lumo,morgan_41,0.19980700314044952,1
lumo,morgan_973,0.19604260101914406,3
lumo,morgan_1608,0.19413689896464348,3
lumo,morgan_638,0.19357449561357498,2
lumo,morgan_112,0.1931346021592617,3
lumo,morgan_1018,0.18703700602054596,1
lumo,morgan_1445,0.18224219232797623,2
lumo,morgan_980,0.1800920069217682,1
lumo,morgan_1150,0.17970629781484604,2
lumo,morgan_453,0.17827990278601646,3
lumo,morgan_1027,0.17713500559329987,1
lumo,morgan_1036,0.1768723949790001,2
lumo,morgan_1564,0.17647400498390198,1
lumo,morgan_1077,0.1760769933462143,1
lumo,morgan_207,0.17430099844932556,1
lumo,morgan_806,0.1728760004043579,1
lumo,morgan_1771,0.17226199805736542,1
lumo,morgan_1673,0.171765998005867,1
lumo,morgan_1486,0.1688407026231289,3
lumo,morgan_854,0.16781210526823997,2
lumo,morgan_79,0.1646209955215454,1
lumo,morgan_918,0.16412299871444702,1
lumo,morgan_795,0.16368700563907623,1
lumo,morgan_1485,0.16103409975767136,3
lumo,morgan_143,0.1609245017170906,2
lumo,morgan_368,0.16089800000190735,1
lumo,morgan_626,0.15936240181326866,3
lumo,morgan_1121,0.15901079773902893,2
lumo,morgan_442,0.15877200663089752,1
lumo,morgan_290,0.15739019960165024,2
lumo,morgan_1783,0.15631799399852753,1
lumo,desc_fr_Imine,0.15353000164031982,1
lumo,morgan_275,0.1529719978570938,1
lumo,morgan_1141,0.1515669971704483,1
lumo,morgan_1076,0.15103339776396751,3
lumo,morgan_1627,0.15003309771418571,2
lumo,morgan_428,0.14925600588321686,1
lumo,morgan_1353,0.14877000451087952,1
lumo,morgan_1362,0.14782600104808807,1
lumo,morgan_1765,0.14775200188159943,1
lumo,morgan_974,0.14771699905395508,1
lumo,morgan_373,0.14637310057878494,3
lumo,morgan_616,0.14476000145077705,2
lumo,morgan_1519,0.14409519731998444,2
lumo,morgan_1454,0.1438169926404953,1
lumo,desc_fr_ether,0.14355599880218506,1
lumo,morgan_1621,0.14317699521780014,2
lumo,morgan_1953,0.1409049928188324,1
lumo,morgan_1728,0.14043399691581726,1
lumo,morgan_784,0.1401350051164627,1
lumo,morgan_271,0.1401129961013794,1
lumo,morgan_176,0.13935700058937073,1
lumo,morgan_1304,0.13564900308847427,2
lumo,morgan_1158,0.13501890376210213,2
lumo,morgan_1708,0.1335819959640503,1
lumo,morgan_948,0.13130900263786316,1
lumo,morgan_152,0.13113030046224594,3
lumo,morgan_126,0.12960289791226387,2
lumo,morgan_991,0.12920459732413292,3
lumo,morgan_1480,0.12866100668907166,1
lumo,morgan_168,0.12859800457954407,1
lumo,morgan_445,0.1258540004491806,1
lumo,morgan_1804,0.12457799911499023,1
lumo,morgan_1691,0.12389499694108963,1
lumo,morgan_1085,0.12260749936103821,2
lumo,morgan_441,0.122529998421669,1
lumo,morgan_490,0.12241800129413605,1
lumo,morgan_999,0.12163209915161133,2
lumo,morgan_1028,0.121629998087883,1
lumo,morgan_472,0.12020000070333481,1
lumo,morgan_544,0.11996500194072723,1
lumo,morgan_1309,0.11971200257539749,1
lumo,morgan_1356,0.11729499697685242,1
lumo,morgan_573,0.11485599726438522,1
lumo,morgan_1172,0.11419860273599625,2
lumo,morgan_837,0.11218900233507156,1
lumo,morgan_1126,0.11071319878101349,2
lumo,morgan_1339,0.11055000126361847,1
lumo,morgan_397,0.1104549989104271,1
lumo,morgan_1746,0.11041200160980225,1
lumo,morgan_802,0.11040300130844116,1
lumo,morgan_244,0.1100659966468811,1
lumo,morgan_896,0.10981699824333191,1
lumo,morgan_607,0.10868000239133835,1
lumo,morgan_1138,0.10499899834394455,1
lumo,morgan_1752,0.10459300130605698,1
lumo,morgan_1951,0.10184500366449356,1
lumo,morgan_933,0.10110309720039368,2
lumo,morgan_335,0.10009899735450745,1
lumo,morgan_236,0.09965969994664192,2
lumo,morgan_1575,0.0980755016207695,1
lumo,morgan_781,0.09783659875392914,1
lumo,morgan_466,0.09778010100126266,1
lumo,morgan_235,0.09766080230474472,1
lumo,morgan_1323,0.09762639924883842,2
lumo,morgan_711,0.09692540019750595,1
lumo,morgan_454,0.09624940156936646,1
lumo,desc_fr_Al_COO,0.09457190334796906,1
lumo,morgan_946,0.09356450289487839,1
lumo,morgan_1250,0.09332790225744247,1
lumo,morgan_1982,0.09207729995250702,1
lumo,morgan_1110,0.09203489869832993,1
lumo,morgan_968,0.08961069956421852,2
lumo,morgan_414,0.0862618014216423,2
lumo,morgan_1045,0.08522699773311615,2
lumo,morgan_1799,0.08507730066776276,1
lumo,morgan_521,0.08383599668741226,1
lumo,morgan_457,0.0820602998137474,1
lumo,morgan_1762,0.0820498988032341,1
lumo,morgan_1980,0.08057539910078049,1
lumo,morgan_567,0.0781526006758213,2
lumo,morgan_226,0.07692229747772217,1
lumo,morgan_246,0.07474179938435555,2
lumo,morgan_1153,0.07180539891123772,2
lumo,morgan_1938,0.07130339741706848,1
lumo,morgan_1779,0.07011900097131729,1
lumo,morgan_599,0.06968720257282257,1
lumo,morgan_975,0.06855910271406174,1
lumo,morgan_969,0.0671038031578064,1
lumo,morgan_2040,0.06668239831924438,1
lumo,morgan_1051,0.0664989985525608,2
lumo,morgan_1817,0.06313460320234299,1
lumo,morgan_730,0.0626899003982544,1
lumo,morgan_580,0.06266859918832779,1
lumo,morgan_2039,0.060555599629879,1
lumo,morgan_217,0.06043729931116104,1
lumo,morgan_298,0.05937410145998001,1
lumo,morgan_759,0.05866450071334839,1
lumo,morgan_259,0.056995000690221786,1
lumo,morgan_1499,0.05665329843759537,1
lumo,morgan_1517,0.05645979940891266,1
lumo,morgan_1456,0.055576201528310776,1
lumo,morgan_856,0.05497720092535019,1
lumo,morgan_1393,0.053669799119234085,1
lumo,morgan_553,0.052903901785612106,1
lumo,morgan_308,0.051088400185108185,1
lumo,morgan_862,0.050943199545145035,1
lumo,morgan_654,0.04973680153489113,1
lumo,morgan_757,0.04960919916629791,1
lumo,morgan_732,0.04928329959511757,1
lumo,morgan_1016,0.049236901104450226,1
lumo,morgan_1579,0.04818439856171608,1
lumo,morgan_1406,0.0479419007897377,1
lumo,morgan_1504,0.04784709960222244,1
lumo,morgan_1329,0.04717480018734932,1
lumo,morgan_1824,0.04616589844226837,1
lumo,morgan_1507,0.04520820081233978,1
lumo,morgan_1185,0.04485969990491867,1
lumo,morgan_522,0.044805701822042465,1
lumo,morgan_326,0.04440870136022568,1
lumo,morgan_157,0.044175900518894196,1
lumo,morgan_636,0.04388580098748207,1
lumo,morgan_1659,0.04355449974536896,1
lumo,morgan_1566,0.04127949848771095,1
lumo,morgan_1798,0.040844399482011795,1
lumo,morgan_907,0.040669601410627365,1
lumo,morgan_733,0.0,0
lumo,morgan_731,0.0,0
lumo,morgan_765,0.0,0
lumo,morgan_764,0.0,0
lumo,morgan_762,0.0,0
lumo,morgan_761,0.0,0
lumo,morgan_756,0.0,0
lumo,morgan_755,0.0,0
lumo,morgan_754,0.0,0
lumo,morgan_752,0.0,0
lumo,morgan_749,0.0,0
lumo,morgan_748,0.0,0
lumo,morgan_746,0.0,0
lumo,morgan_350,0.0,0
lumo,morgan_349,0.0,0
lumo,morgan_348,0.0,0
lumo,morgan_346,0.0,0
lumo,morgan_345,0.0,0
lumo,morgan_341,0.0,0
lumo,morgan_340,0.0,0
lumo,morgan_338,0.0,0
lumo,morgan_337,0.0,0
lumo,morgan_768,0.0,0
lumo,morgan_767,0.0,0
lumo,morgan_766,0.0,0
lumo,morgan_788,0.0,0
lumo,morgan_785,0.0,0
lumo,morgan_782,0.0,0
lumo,morgan_780,0.0,0
lumo,morgan_778,0.0,0
lumo,morgan_777,0.0,0
lumo,morgan_775,0.0,0
lumo,morgan_773,0.0,0
lumo,morgan_772,0.0,0
lumo,morgan_770,0.0,0
lumo,morgan_769,0.0,0
lumo,morgan_810,0.0,0
lumo,morgan_809,0.0,0
lumo,morgan_808,0.0,0
lumo,morgan_805,0.0,0
lumo,morgan_804,0.0,0
lumo,morgan_801,0.0,0
lumo,morgan_800,0.0,0
lumo,morgan_796,0.0,0
lumo,morgan_793,0.0,0
lumo,morgan_792,0.0,0
lumo,morgan_791,0.0,0
lumo,morgan_789,0.0,0
lumo,morgan_829,0.0,0
lumo,morgan_827,0.0,0
lumo,morgan_826,0.0,0
lumo,morgan_825,0.0,0
lumo,morgan_824,0.0,0
lumo,morgan_822,0.0,0
lumo,morgan_821,0.0,0
lumo,morgan_820,0.0,0
lumo,morgan_819,0.0,0
lumo,morgan_817,0.0,0
lumo,morgan_815,0.0,0
lumo,morgan_814,0.0,0
lumo,morgan_812,0.0,0
lumo,morgan_811,0.0,0
lumo,morgan_833,0.0,0
lumo,morgan_336,0.0,0
lumo,morgan_334,0.0,0
lumo,morgan_333,0.0,0
lumo,morgan_332,0.0,0
lumo,morgan_331,0.0,0
lumo,morgan_329,0.0,0
lumo,morgan_587,0.0,0
lumo,morgan_324,0.0,0
lumo,morgan_323,0.0,0
lumo,morgan_321,0.0,0
lumo,morgan_832,0.0,0
lumo,morgan_830,0.0,0
lumo,morgan_852,0.0,0
lumo,morgan_851,0.0,0
lumo,morgan_850,0.0,0
lumo,morgan_848,0.0,0
lumo,morgan_845,0.0,0
lumo,morgan_842,0.0,0
lumo,morgan_839,0.0,0
lumo,morgan_836,0.0,0
lumo,morgan_834,0.0,0
lumo,morgan_873,0.0,0
lumo,morgan_871,0.0,0
lumo,morgan_870,0.0,0
lumo,morgan_869,0.0,0
lumo,morgan_868,0.0,0
lumo,morgan_867,0.0,0
lumo,morgan_866,0.0,0
lumo,morgan_863,0.0,0
lumo,morgan_861,0.0,0
lumo,morgan_859,0.0,0
lumo,morgan_858,0.0,0
lumo,morgan_893,0.0,0
lumo,morgan_892,0.0,0
lumo,morgan_891,0.0,0
lumo,morgan_889,0.0,0
lumo,morgan_888,0.0,0
lumo,morgan_887,0.0,0
lumo,morgan_886,0.0,0
lumo,morgan_885,0.0,0
lumo,morgan_884,0.0,0
lumo,morgan_883,0.0,0
lumo,morgan_882,0.0,0
lumo,morgan_880,0.0,0
lumo,morgan_878,0.0,0
lumo,morgan_877,0.0,0
lumo,morgan_876,0.0,0
lumo,morgan_874,0.0,0
lumo,morgan_910,0.0,0
lumo,morgan_909,0.0,0
lumo,morgan_908,0.0,0
lumo,morgan_906,0.0,0
lumo,morgan_904,0.0,0
lumo,morgan_902,0.0,0
lumo,morgan_901,0.0,0
lumo,morgan_895,0.0,0
lumo,morgan_894,0.0,0
lumo,morgan_320,0.0,0
lumo,morgan_319,0.0,0
lumo,morgan_317,0.0,0
lumo,morgan_316,0.0,0
lumo,morgan_313,0.0,0
lumo,morgan_312,0.0,0
lumo,morgan_311,0.0,0
lumo,morgan_306,0.0,0
lumo,morgan_912,0.0,0
lumo,morgan_911,0.0,0
lumo,morgan_936,0.0,0
lumo,morgan_934,0.0,0
lumo,morgan_930,0.0,0
lumo,morgan_929,0.0,0
lumo,morgan_928,0.0,0
lumo,morgan_925,0.0,0
lumo,morgan_924,0.0,0
lumo,morgan_923,0.0,0
lumo,morgan_922,0.0,0
lumo,morgan_921,0.0,0
lumo,morgan_920,0.0,0
lumo,morgan_919,0.0,0
lumo,morgan_916,0.0,0
lumo,morgan_953,0.0,0
lumo,morgan_952,0.0,0
lumo,morgan_951,0.0,0
lumo,morgan_950,0.0,0
lumo,morgan_949,0.0,0
lumo,morgan_947,0.0,0
lumo,morgan_945,0.0,0
lumo,morgan_944,0.0,0
lumo,morgan_943,0.0,0
lumo,morgan_942,0.0,0
lumo,morgan_939,0.0,0
lumo,morgan_938,0.0,0
lumo,morgan_937,0.0,0
lumo,morgan_972,0.0,0
lumo,morgan_971,0.0,0
lumo,morgan_967,0.0,0
lumo,morgan_966,0.0,0
lumo,morgan_965,0.0,0
lumo,morgan_963,0.0,0
lumo,morgan_962,0.0,0
lumo,morgan_958,0.0,0
lumo,morgan_957,0.0,0
lumo,morgan_955,0.0,0
lumo,morgan_954,0.0,0
lumo,morgan_990,0.0,0
lumo,morgan_989,0.0,0
lumo,morgan_988,0.0,0
lumo,morgan_987,0.0,0
lumo,morgan_986,0.0,0
lumo,morgan_985,0.0,0
lumo,morgan_982,0.0,0
lumo,morgan_978,0.0,0
lumo,morgan_1007,0.0,0
lumo,morgan_1006,0.0,0
lumo,morgan_1004,0.0,0
lumo,morgan_1003,0.0,0
lumo,morgan_1002,0.0,0
lumo,morgan_1001,0.0,0
lumo,morgan_1000,0.0,0
lumo,morgan_998,0.0,0
lumo,morgan_996,0.0,0
lumo,morgan_995,0.0,0
lumo,morgan_994,0.0,0
lumo,morgan_993,0.0,0
lumo,morgan_1010,0.0,0
lumo,morgan_303,0.0,0
lumo,morgan_301,0.0,0
lumo,morgan_300,0.0,0
lumo,morgan_299,0.0,0
lumo,morgan_297,0.0,0
lumo,morgan_296,0.0,0
lumo,morgan_293,0.0,0
lumo,morgan_292,0.0,0
lumo,morgan_291,0.0,0
lumo,morgan_1026,0.0,0
lumo,morgan_1025,0.0,0
lumo,morgan_1024,0.0,0
lumo,morgan_1023,0.0,0
lumo,morgan_1022,0.0,0
lumo,morgan_1021,0.0,0
lumo,morgan_1020,0.0,0
lumo,morgan_1012,0.0,0
lumo,morgan_1011,0.0,0
lumo,morgan_1043,0.0,0
lumo,morgan_1042,0.0,0
lumo,morgan_1040,0.0,0
lumo,morgan_1038,0.0,0
lumo,morgan_1037,0.0,0
lumo,morgan_1035,0.0,0
lumo,morgan_1033,0.0,0
lumo,morgan_1032,0.0,0
lumo,morgan_1031,0.0,0
lumo,morgan_1030,0.0,0
lumo,morgan_1029,0.0,0
lumo,morgan_1059,0.0,0
lumo,morgan_1058,0.0,0
lumo,morgan_1056,0.0,0
lumo,morgan_1055,0.0,0
lumo,morgan_1054,0.0,0
lumo,morgan_1053,0.0,0
lumo,morgan_1052,0.0,0
lumo,morgan_1050,0.0,0
lumo,morgan_1048,0.0,0
lumo,morgan_1047,0.0,0
lumo,morgan_1046,0.0,0
lumo,morgan_1044,0.0,0
lumo,morgan_1082,0.0,0
lumo,morgan_1081,0.0,0
lumo,morgan_1080,0.0,0
lumo,morgan_1075,0.0,0
lumo,morgan_1074,0.0,0
lumo,morgan_1072,0.0,0
lumo,morgan_1070,0.0,0
lumo,morgan_1069,0.0,0
lumo,morgan_1068,0.0,0
lumo,morgan_1067,0.0,0
lumo,morgan_1065,0.0,0
lumo,morgan_1100,0.0,0
lumo,morgan_1095,0.0,0
lumo,morgan_1094,0.0,0
lumo,morgan_1092,0.0,0
lumo,morgan_1091,0.0,0
lumo,morgan_1086,0.0,0
lumo,morgan_1084,0.0,0
lumo,morgan_1117,0.0,0
lumo,morgan_1116,0.0,0
lumo,morgan_1115,0.0,0
lumo,morgan_1111,0.0,0
lumo,morgan_1109,0.0,0
lumo,morgan_1108,0.0,0
lumo,morgan_1107,0.0,0
lumo,morgan_1106,0.0,0
lumo,morgan_1103,0.0,0
lumo,morgan_1102,0.0,0
lumo,morgan_287,0.0,0
lumo,morgan_286,0.0,0
lumo,morgan_285,0.0,0
lumo,morgan_284,0.0,0
lumo,morgan_282,0.0,0
lumo,morgan_280,0.0,0
lumo,morgan_279,0.0,0
lumo,morgan_277,0.0,0
lumo,morgan_276,0.0,0
lumo,morgan_274,0.0,0
lumo,morgan_273,0.0,0
lumo,morgan_1137,0.0,0
lumo,morgan_1134,0.0,0
lumo,morgan_1132,0.0,0
lumo,morgan_1131,0.0,0
lumo,morgan_1130,0.0,0
lumo,morgan_1129,0.0,0
lumo,morgan_1127,0.0,0
lumo,morgan_1125,0.0,0
lumo,morgan_1124,0.0,0
lumo,morgan_1122,0.0,0
lumo,morgan_1155,0.0,0
lumo,morgan_1154,0.0,0
lumo,morgan_1151,0.0,0
lumo,morgan_1149,0.0,0
lumo,morgan_1148,0.0,0
lumo,morgan_1147,0.0,0
lumo,morgan_1144,0.0,0
lumo,morgan_1143,0.0,0
lumo,morgan_1142,0.0,0
lumo,morgan_1140,0.0,0
lumo,morgan_1170,0.0,0
lumo,morgan_1169,0.0,0
lumo,morgan_1165,0.0,0
lumo,morgan_1164,0.0,0
lumo,morgan_1163,0.0,0
lumo,morgan_1162,0.0,0
lumo,morgan_1161,0.0,0
lumo,morgan_1159,0.0,0
lumo,morgan_1157,0.0,0
lumo,morgan_1156,0.0,0
lumo,morgan_1191,0.0,0
lumo,morgan_1190,0.0,0
lumo,morgan_1189,0.0,0
lumo,morgan_1188,0.0,0
lumo,morgan_1187,0.0,0
lumo,morgan_1186,0.0,0
lumo,morgan_1180,0.0,0
lumo,morgan_1179,0.0,0
lumo,morgan_1177,0.0,0
lumo,morgan_1176,0.0,0
lumo,morgan_1175,0.0,0
lumo,morgan_1174,0.0,0
lumo,morgan_1173,0.0,0
lumo,morgan_1207,0.0,0
lumo,morgan_1206,0.0,0
lumo,morgan_1205,0.0,0
lumo,morgan_1201,0.0,0
lumo,morgan_1200,0.0,0
lumo,morgan_1198,0.0,0
lumo,morgan_1197,0.0,0
lumo,morgan_1196,0.0,0
lumo,morgan_1194,0.0,0
lumo,morgan_1193,0.0,0
lumo,morgan_1192,0.0,0
lumo,morgan_1225,0.0,0
lumo,morgan_1223,0.0,0
lumo,morgan_1222,0.0,0
lumo,morgan_1220,0.0,0
lumo,morgan_1218,0.0,0
lumo,morgan_1217,0.0,0
lumo,morgan_1215,0.0,0
lumo,morgan_1214,0.0,0
lumo,morgan_1213,0.0,0
lumo,morgan_1212,0.0,0
lumo,morgan_1211,0.0,0
lumo,morgan_1210,0.0,0
lumo,morgan_1209,0.0,0
lumo,morgan_1242,0.0,0
lumo,morgan_1241,0.0,0
lumo,morgan_1239,0.0,0
lumo,morgan_1238,0.0,0
lumo,morgan_1237,0.0,0
lumo,morgan_1235,0.0,0
lumo,morgan_1234,0.0,0
lumo,morgan_1233,0.0,0
lumo,morgan_1231,0.0,0
lumo,morgan_1228,0.0,0
lumo,morgan_1227,0.0,0
lumo,morgan_1226,0.0,0
lumo,morgan_1260,0.0,0
lumo,morgan_1259,0.0,0
lumo,morgan_1256,0.0,0
lumo,morgan_1255,0.0,0
lumo,morgan_1254,0.0,0
lumo,morgan_1253,0.0,0
lumo,morgan_1252,0.0,0
lumo,morgan_1251,0.0,0
lumo,morgan_1249,0.0,0
lumo,morgan_1248,0.0,0
lumo,morgan_1247,0.0,0
lumo,morgan_1246,0.0,0
lumo,morgan_1245,0.0,0
lumo,morgan_1244,0.0,0
lumo,morgan_1276,0.0,0
lumo,morgan_1275,0.0,0
lumo,morgan_1273,0.0,0
lumo,morgan_1271,0.0,0
lumo,morgan_1270,0.0,0
lumo,morgan_1268,0.0,0
lumo,morgan_1266,0.0,0
lumo,morgan_1265,0.0,0
lumo,morgan_1264,0.0,0
lumo,morgan_1263,0.0,0
lumo,morgan_1262,0.0,0
lumo,morgan_1293,0.0,0
lumo,morgan_1292,0.0,0
lumo,morgan_1288,0.0,0
lumo,morgan_1285,0.0,0
lumo,morgan_1284,0.0,0
lumo,morgan_1283,0.0,0
lumo,morgan_1282,0.0,0
lumo,morgan_1281,0.0,0
lumo,morgan_1278,0.0,0
lumo,morgan_1310,0.0,0
lumo,morgan_1308,0.0,0
lumo,morgan_1307,0.0,0
lumo,morgan_1306,0.0,0
lumo,morgan_1305,0.0,0
lumo,morgan_1303,0.0,0
lumo,morgan_1302,0.0,0
lumo,morgan_1299,0.0,0
lumo,morgan_1298,0.0,0
lumo,morgan_28,0.0,0
lumo,morgan_1296,0.0,0
lumo,morgan_0,0.0,0
lumo,morgan_2,0.0,0
lumo,morgan_1327,0.0,0
lumo,morgan_1326,0.0,0
lumo,morgan_3,0.0,0
lumo,morgan_1324,0.0,0
lumo,morgan_4,0.0,0
lumo,morgan_6,0.0,0
lumo,morgan_391,0.0,0
lumo,morgan_390,0.0,0
lumo,morgan_1319,0.0,0
lumo,morgan_1318,0.0,0
lumo,morgan_388,0.0,0
lumo,morgan_386,0.0,0
lumo,morgan_1315,0.0,0
lumo,morgan_1314,0.0,0
lumo,morgan_1312,0.0,0
lumo,morgan_1311,0.0,0
lumo,morgan_1345,0.0,0
lumo,morgan_1343,0.0,0
lumo,morgan_1342,0.0,0
lumo,morgan_1341,0.0,0
lumo,morgan_1340,0.0,0
lumo,desc_fr_term_acetylene,0.0,0
lumo,morgan_1337,0.0,0
lumo,morgan_1336,0.0,0
lumo,morgan_1335,0.0,0
lumo,morgan_1334,0.0,0
lumo,desc_fr_quatN,0.0,0
lumo,morgan_1332,0.0,0
lumo,morgan_1331,0.0,0
lumo,morgan_1330,0.0,0
lumo,desc_fr_priamide,0.0,0
lumo,morgan_1328,0.0,0
lumo,morgan_1361,0.0,0
lumo,morgan_1360,0.0,0
lumo,morgan_1359,0.0,0
lumo,morgan_1358,0.0,0
lumo,desc_fr_piperzine,0.0,0
lumo,desc_fr_piperdine,0.0,0
lumo,morgan_1355,0.0,0
lumo,morgan_1354,0.0,0
lumo,desc_fr_nitro_arom_nonortho,0.0,0
lumo,morgan_1352,0.0,0
lumo,morgan_16,0.0,0
lumo,morgan_1350,0.0,0
lumo,morgan_1349,0.0,0
lumo,morgan_15,0.0,0
lumo,morgan_1347,0.0,0
lumo,morgan_1346,0.0,0
lumo,morgan_257,0.0,0
lumo,morgan_1376,0.0,0
lumo,morgan_1375,0.0,0
lumo,morgan_1374,0.0,0
lumo,morgan_1373,0.0,0
lumo,morgan_10,0.0,0
lumo,morgan_1371,0.0,0
lumo,morgan_1370,0.0,0
lumo,morgan_1369,0.0,0
lumo,morgan_1368,0.0,0
lumo,morgan_1367,0.0,0
lumo,morgan_407,0.0,0
lumo,morgan_406,0.0,0
lumo,morgan_405,0.0,0
lumo,morgan_1363,0.0,0
lumo,morgan_404,0.0,0
lumo,morgan_1377,0.0,0
lumo,morgan_272,0.0,0
lumo,morgan_402,0.0,0
lumo,morgan_400,0.0,0
lumo,morgan_269,0.0,0
lumo,morgan_268,0.0,0
lumo,morgan_267,0.0,0
lumo,morgan_266,0.0,0
lumo,morgan_265,0.0,0
lumo,morgan_264,0.0,0
lumo,morgan_263,0.0,0
lumo,morgan_399,0.0,0
lumo,morgan_261,0.0,0
lumo,morgan_260,0.0,0
lumo,morgan_398,0.0,0
lumo,morgan_258,0.0,0
lumo,morgan_1398,0.0,0
lumo,morgan_1397,0.0,0
lumo,morgan_1396,0.0,0
lumo,morgan_1395,0.0,0
lumo,morgan_395,0.0,0
lumo,morgan_394,0.0,0
lumo,morgan_393,0.0,0
lumo,morgan_1391,0.0,0
lumo,morgan_426,0.0,0
lumo,morgan_1389,0.0,0
lumo,morgan_424,0.0,0
lumo,morgan_1383,0.0,0
lumo,morgan_1382,0.0,0
lumo,morgan_1381,0.0,0
lumo,morgan_1379,0.0,0
lumo,morgan_1378,0.0,0
lumo,morgan_1417,0.0,0
lumo,morgan_1415,0.0,0
lumo,morgan_1414,0.0,0
lumo,morgan_1413,0.0,0
lumo,morgan_1412,0.0,0
lumo,morgan_1411,0.0,0
lumo,morgan_1410,0.0,0
lumo,morgan_1408,0.0,0
lumo,morgan_1407,0.0,0
lumo,morgan_423,0.0,0
lumo,morgan_1405,0.0,0
lumo,morgan_1404,0.0,0
lumo,morgan_1403,0.0,0
lumo,morgan_1402,0.0,0
lumo,morgan_1401,0.0,0
lumo,morgan_1399,0.0,0
lumo,morgan_422,0.0,0
lumo,morgan_1433,0.0,0
lumo,morgan_1432,0.0,0
lumo,morgan_421,0.0,0
lumo,morgan_1430,0.0,0
lumo,morgan_1429,0.0,0
lumo,morgan_1428,0.0,0
lumo,morgan_1427,0.0,0
lumo,morgan_1426,0.0,0
lumo,morgan_420,0.0,0
lumo,morgan_1423,0.0,0
lumo,morgan_1422,0.0,0
lumo,morgan_1421,0.0,0
lumo,morgan_1420,0.0,0
lumo,morgan_1419,0.0,0
lumo,morgan_1418,0.0,0
lumo,morgan_1453,0.0,0
lumo,morgan_1451,0.0,0
lumo,morgan_419,0.0,0
lumo,morgan_1449,0.0,0
lumo,morgan_415,0.0,0
lumo,morgan_1446,0.0,0
lumo,morgan_412,0.0,0
lumo,morgan_1444,0.0,0
lumo,morgan_1443,0.0,0
lumo,morgan_1442,0.0,0
lumo,morgan_411,0.0,0
lumo,morgan_1439,0.0,0
lumo,morgan_410,0.0,0
lumo,morgan_1437,0.0,0
lumo,morgan_1436,0.0,0
lumo,morgan_1435,0.0,0
lumo,morgan_443,0.0,0
lumo,morgan_1470,0.0,0
lumo,morgan_1469,0.0,0
lumo,morgan_1467,0.0,0
lumo,morgan_440,0.0,0
lumo,morgan_1465,0.0,0
lumo,morgan_439,0.0,0
lumo,morgan_437,0.0,0
lumo,morgan_1462,0.0,0
lumo,morgan_1461,0.0,0
lumo,morgan_1460,0.0,0
lumo,morgan_1459,0.0,0
lumo,morgan_436,0.0,0
lumo,morgan_435,0.0,0
lumo,morgan_1455,0.0,0
lumo,morgan_433,0.0,0
lumo,morgan_1489,0.0,0
lumo,morgan_1488,0.0,0
lumo,morgan_431,0.0,0
lumo,morgan_429,0.0,0
lumo,morgan_1483,0.0,0
lumo,morgan_1482,0.0,0
lumo,morgan_1481,0.0,0
lumo,morgan_427,0.0,0
lumo,morgan_460,0.0,0
lumo,morgan_459,0.0,0
lumo,morgan_1477,0.0,0
lumo,morgan_455,0.0,0
lumo,morgan_452,0.0,0
lumo,morgan_1474,0.0,0
lumo,morgan_1473,0.0,0
lumo,morgan_1472,0.0,0
lumo,morgan_241,0.0,0
lumo,morgan_451,0.0,0
lumo,morgan_450,0.0,0
lumo,morgan_449,0.0,0
lumo,morgan_1501,0.0,0
lumo,morgan_448,0.0,0
lumo,morgan_447,0.0,0
lumo,morgan_1498,0.0,0
lumo,morgan_1497,0.0,0
lumo,morgan_1496,0.0,0
lumo,morgan_444,0.0,0
lumo,morgan_1494,0.0,0
lumo,morgan_1493,0.0,0
lumo,morgan_1492,0.0,0
lumo,morgan_1491,0.0,0
lumo,morgan_1490,0.0,0
lumo,morgan_478,0.0,0
lumo,morgan_1505,0.0,0
lumo,morgan_256,0.0,0
lumo,morgan_254,0.0,0
lumo,morgan_477,0.0,0
lumo,morgan_252,0.0,0
lumo,morgan_251,0.0,0
lumo,morgan_250,0.0,0
lumo,morgan_249,0.0,0
lumo,morgan_476,0.0,0
lumo,morgan_475,0.0,0
lumo,morgan_469,0.0,0
lumo,morgan_245,0.0,0
lumo,morgan_467,0.0,0
lumo,morgan_243,0.0,0
lumo,morgan_465,0.0,0
lumo,morgan_464,0.0,0
lumo,morgan_462,0.0,0
lumo,morgan_1523,0.0,0
lumo,morgan_1521,0.0,0
lumo,morgan_1520,0.0,0
lumo,morgan_495,0.0,0
lumo,morgan_494,0.0,0
lumo,morgan_1516,0.0,0
lumo,morgan_1515,0.0,0
lumo,morgan_1514,0.0,0
lumo,morgan_1513,0.0,0
lumo,morgan_1512,0.0,0
lumo,morgan_1510,0.0,0
lumo,morgan_1509,0.0,0
lumo,morgan_1508,0.0,0
lumo,morgan_493,0.0,0
lumo,morgan_1543,0.0,0
lumo,morgan_1541,0.0,0
lumo,morgan_492,0.0,0
lumo,morgan_1539,0.0,0
lumo,morgan_1538,0.0,0
lumo,morgan_488,0.0,0
lumo,morgan_1536,0.0,0
lumo,morgan_1534,0.0,0
lumo,morgan_1533,0.0,0
lumo,morgan_1532,0.0,0
lumo,morgan_1531,0.0,0
lumo,morgan_1530,0.0,0
lumo,morgan_484,0.0,0
lumo,morgan_1528,0.0,0
lumo,morgan_483,0.0,0
lumo,morgan_481,0.0,0
lumo,morgan_1559,0.0,0
lumo,morgan_1558,0.0,0
lumo,morgan_1557,0.0,0
lumo,morgan_1556,0.0,0
lumo,morgan_1555,0.0,0
lumo,morgan_1554,0.0,0
