target,feature,feature_type,coef,abs_coef,abs_coef_norm
homo,desc_BertzCT,rdkit_desc,0.06912203878164291,0.06912203878164291,0.003319328650832176
homo,desc_SlogP_VSA8,rdkit_desc,0.06882655620574951,0.06882655620574951,0.0033051392529159784
homo,desc_NumAromaticHeterocycles,rdkit_desc,-0.06381800025701523,0.06381800025701523,0.00306462193839252
homo,desc_PEOE_VSA3,rdkit_desc,0.06330884993076324,0.06330884993076324,0.00304017192684114
homo,desc_fr_hdrzone,rdkit_desc,0.0523015521466732,0.0523015521466732,0.0025115874595940113
homo,desc_VSA_EState3,rdkit_desc,0.05166202783584595,0.05166202783584595,0.0024808766320347786
homo,desc_SMR_VSA5,rdkit_desc,-0.051108673214912415,0.051108673214912415,0.0024543036706745625
homo,desc_fr_phenol_noOrthoHbond,rdkit_desc,-0.04994721710681915,0.04994721710681915,0.002398529089987278
homo,desc_FpDensityMorgan2,rdkit_desc,-0.04807602986693382,0.04807602986693382,0.0023086722940206528
homo,desc_NumAmideBonds,rdkit_desc,-0.046953000128269196,0.046953000128269196,0.002254743129014969
homo,desc_fr_amide,rdkit_desc,-0.046727489680051804,0.046727489680051804,0.00224391371011734
homo,morgan_753,morgan,0.04222283139824867,0.04222283139824867,0.0020275942515581846
homo,desc_fr_nitroso,rdkit_desc,0.03959619626402855,0.03959619626402855,0.0019014598801732063
homo,desc_fr_nitrile,rdkit_desc,-0.038653478026390076,0.038653478026390076,0.0018561893375590444
homo,desc_SlogP_VSA1,rdkit_desc,-0.03835052251815796,0.03835052251815796,0.0018416410312056541
homo,desc_PEOE_VSA14,rdkit_desc,-0.03816516697406769,0.03816516697406769,0.0018327400321140885
homo,desc_NumAromaticRings,rdkit_desc,-0.03779330849647522,0.03779330849647522,0.0018148829694837332
homo,desc_SlogP_VSA5,rdkit_desc,-0.037148844450712204,0.037148844450712204,0.001783935003913939
homo,desc_fr_methoxy,rdkit_desc,0.03612793609499931,0.03612793609499931,0.001734909601509571
homo,desc_fr_allylic_oxid,rdkit_desc,0.03571770712733269,0.03571770712733269,0.001715209917165339
homo,desc_NumAliphaticHeterocycles,rdkit_desc,0.03502035513520241,0.03502035513520241,0.0016817222349345684
homo,desc_fr_ketone,rdkit_desc,0.03443649038672447,0.03443649038672447,0.0016536843031644821
homo,desc_BalabanJ,rdkit_desc,0.03437923640012741,0.03437923640012741,0.0016509348060935736
homo,desc_fr_imide,rdkit_desc,0.033698130398988724,0.033698130398988724,0.0016182272229343653
homo,desc_fr_hdrzine,rdkit_desc,0.033563438802957535,0.033563438802957535,0.0016117591876536608
homo,desc_fr_Ar_NH,rdkit_desc,0.032862480729818344,0.032862480729818344,0.0015780982794240117
homo,desc_Kappa2,rdkit_desc,0.03285699337720871,0.03285699337720871,0.0015778348315507174
homo,desc_fr_Nhpyrrole,rdkit_desc,0.032836053520441055,0.032836053520441055,0.0015768292360007763
homo,desc_SlogP_VSA4,rdkit_desc,0.03281055763363838,0.03281055763363838,0.0015756048960611224
homo,desc_BCUT2D_CHGHI,rdkit_desc,-0.032564714550971985,0.032564714550971985,0.001563799218274653
homo,morgan_841,morgan,-0.032090939581394196,0.032090939581394196,0.0015410479390993714
homo,morgan_1536,morgan,0.03147922456264496,0.03147922456264496,0.0015116726281121373
homo,desc_BCUT2D_MRHI,rdkit_desc,-0.031332582235336304,0.031332582235336304,0.001504630665294826
homo,desc_fr_Ar_OH,rdkit_desc,-0.031204916536808014,0.031204916536808014,0.001498500001616776
